f_id,current_name,correct_name,pfam_acc,introduced_release
12.1.1.108,PF29606,SSO3021_3rd,PF29606,v293.1
12.1.1.112,PF28665,TPLATE_Ig,PF28665,v293.1
12.1.1.120,PF27849,MAST,PF27849,v294
12.1.1.93,PF26108,GH_Mok13,PF26108,v293.1
12.1.1.97,PF26741,CalpD_C,PF26741,v293.1
12.3.1.50,PF28395,RglB_N,PF28395,v293.1
12.3.1.52,PF30771,MYORG_N,PF30771,v293.1
12.3.1.61,PF25837,Apionate_lact_N,PF25837,v293.1
12.3.1.68,PF25841,Ulvan_lyase_C,PF25841,v293.1
12.3.1.70,PF26374,Ulvan_lyaseC,PF26374,v293.1
12.3.1.77,PF25978,DUF7997,PF25978,v294
12.6.1.10,PF29200,Trehalase_C,PF29200,v293.1
129.1.1.102,PF30133,OSW2_M,PF30133,v293.1
129.1.1.105,PF28924,DUF8481,PF28924,v293.1
129.1.1.115,PF29882,DUF8596,PF29882,v294
129.1.1.52,PF27505,6PGD_Tyr1_C,PF27505,v293.1
130.1.1.45,PF29669,DUF4518_N,PF29669,v293.1
130.1.1.46,PF30540,GTT3_C,PF30540,v293.1
130.1.1.49,PF27388,TP_0021_N,PF27388,v293.1
130.1.1.50,PF27945,GTT3_N,PF27945,v293.1
130.1.1.54,PF29088,DUF8503,PF29088,v293.1
130.1.2.2,PF31075,PNT1,PF31075,v293.1
133.1.1.7,PF28625,UPF0508_N,PF28625,v293.1
138.1.1.20,PF30817,HP_1247_C,PF30817,v293.1
138.1.1.31,PF29703,Ty4_C,PF29703,v293.1
139.2.1.14,PF29945,Cyt_c_polyheme2,PF29945,v293.1
140.1.1.25,PF27692,Cbp2,PF27692,v293.1
141.1.1.32,PF28841,Aba3,PF28841,v293.1
141.1.1.52,PF29476,Alpha_humulene_synt,PF29476,v293.1
141.1.1.54,PF29843,ORF2p_C,PF29843,v293.1
142.1.1.35,PF27166,FimB,PF27166,v293.1
144.1.1.7,PF30262,PGDB_FadG-YbfG,PF30262,v293.1
145.1.1.22,PF27778,EID2_C,PF27778,v293.1
145.1.1.31,PF29466,F-box_COS111,PF29466,v293.1
145.1.1.33,PF27091,PRAME_N,PF27091,v293.1
145.1.1.64,PF27582,FBXO25_C,PF27582,v293.1
148.1.1.32,PF26281,Histone_ABTB,PF26281,v293.1
148.1.1.37,PF30904,PGRL1_C,PF30904,v293.1
148.1.1.43,PF30969,DUF8767,PF30969,v293.1
148.1.1.52,PF27748,MS1_C,PF27748,v293.1
148.1.1.73,PF28622,Flightin_N,PF28622,v293.1
148.1.1.74,PF29498,Y_helicase_C,PF29498,v293.1
148.1.1.77,PF30280,CNN1_C,PF30280,v293.1
148.1.3.203,PF28760,ARC_lid,PF28760,v293.1
148.1.3.206,PF31015,ATAD2_C,PF31015,v293.1
148.1.3.211,PF26587,AAA_lid_SMAX1,PF26587,v293.1
148.1.3.220,PF29043,DUF8495,PF29043,v293.1
148.1.3.222,PF27254,HP_1247_M,PF27254,v293.1
148.1.3.236,PF31033,YehL_C,PF31033,v293.1
148.1.3.237,PF30483,AAA_SpoVK_2nd,PF30483,v293.1
148.1.3.251,PF30647,CoxE_N,PF30647,v293.1
148.1.3.256,PF28529,McrB_lid,PF28529,v293.1
148.1.3.263,PF30376,ViaA_N,PF30376,v293.1
148.1.3.275,PF27883,PPI_C,PF27883,v293.1
148.1.3.286,PF29008,DDB_G0292058_C,PF29008,v293.1
148.1.3.304,PF27574,EFCAB4A_helical,PF27574,v293.1
148.1.3.307,PF27881,CRWN_N,PF27881,v293.1
148.1.3.311,PF27682,ICR5_C,PF27682,v293.1
148.1.3.318,PF28551,UBA_RECQL1,PF28551,v293.1
148.1.3.321,PF26346,Plectin_PPL,PF26346,v293.1
148.1.3.323,PF29817,TP_0245,PF29817,v293.1
148.1.3.324,PF30824,BREX_PglY_2nd,PF30824,v293.1
148.1.3.325,PF30996,FunZ_C,PF30996,v293.1
148.1.3.326,PF30394,Phage_rep_O_C,PF30394,v293.1
148.1.3.331,PF30430,RecE_M,PF30430,v293.1
148.1.3.334,PF27180,HI_1489_N,PF27180,v293.1
148.1.3.337,PF27734,Cytadherence_Hmw2,PF27734,v293.1
148.1.3.346,PF29718,JID1_C,PF29718,v293.1
148.1.3.352,PF27432,YdfE_C,PF27432,v293.1
148.1.3.364,PF28256,CCDC171,PF28256,v293.1
148.1.3.376,PF30878,Centrobin_CC,PF30878,v293.1
148.1.3.382,PF30788,DUF8739,PF30788,v293.1
148.1.3.383,PF27661,DRC10_N,PF27661,v293.1
148.1.3.387,PF27631,CCPG1_C,PF27631,v293.1
148.1.3.412,PF26484,WNWW,PF26484,v294
148.1.3.413,PF30665,CIS_ATPase_hel,PF30665,v294
148.1.3.414,PF30797,DUF499_2nd,PF30797,v294
150.1.1.102,PF31009,DAGL_N,PF31009,v293.1
150.1.1.107,PF26021,Ferritin_C144_05,PF26021,v293.1
150.1.1.114,PF30036,SRF1_C,PF30036,v293.1
150.1.1.121,PF29123,R07B1_N,PF29123,v293.1
150.1.1.126,PF28643,Tincar_TM,PF28643,v293.1
150.1.1.136,PF27107,DRC11_N,PF27107,v293.1
150.1.1.171,PF25968,CALS1,PF25968,v293.1
150.1.1.180,PF27925,Membrane_MLC1,PF27925,v293.1
150.1.1.181,PF29008,DDB_G0292058_C,PF29008,v293.1
150.1.1.196,PF27018,NAI2_N,PF27018,v293.1
150.3.1.36,PF27789,IL-9,PF27789,v293.1
150.5.1.102,PF28483,TAXIMIN,PF28483,v293.1
150.5.1.114,PF29100,YDL157C,PF29100,v293.1
150.5.1.56,PF30874,nSMase_N,PF30874,v293.1
150.5.1.57,PF27758,PRM1,PF27758,v293.1
150.5.1.91,PF29410,CFAP70_helical,PF29410,v293.1
150.5.1.98,PF30158,EMARD_C,PF30158,v293.1
150.8.1.7,PF29644,Rv0964c,PF29644,v293.1
159.1.1.5,PF31221,Borosin_clasp,PF31221,v293.1
159.1.2.30,PF29372,DinD_C,PF29372,v293.1
162.1.1.5,PF30457,FrvR_3rd,PF30457,v293.1
164.1.1.12,PF27073,FAM200-ZBED5_RNase-like,PF27073,v293.1
164.1.1.20,PF28607,KMS1_N,PF28607,v293.1
164.1.1.21,PF26095,CC_Bre1,PF26095,v293.1
165.1.1.3,PF28222,C6orf89_N,PF28222,v293.1
165.3.1.5,PF31011,UBR7_C,PF31011,v293.1
170.1.1.22,PF30901,PEG10-RTL1_C-capsid,PF30901,v293.1
170.1.1.23,PF30931,DUF8764,PF30931,v293.1
170.1.1.28,PF25914,RNF6_N,PF25914,v293.1
170.1.1.36,PF30021,Gag_N,PF30021,v293.1
170.1.1.37,PF29703,Ty4_C,PF29703,v293.1
170.2.1.32,PF28884,Gen_polyprot_petuvir,PF28884,v293.1
170.2.1.40,PF30021,Gag_N,PF30021,v293.1
171.1.1.12,PF28438,RelA_RIS,PF28438,v293.1
174.1.1.44,PF30976,DUF8774,PF30976,v293.1
174.1.1.52,PF27925,Membrane_MLC1,PF27925,v293.1
174.1.1.55,PF26941,DUF8292,PF26941,v293.1
174.1.1.60,PF30036,SRF1_C,PF30036,v293.1
174.1.1.61,PF29531,DUF8561,PF29531,v293.1
174.1.1.62,PF27705,UCP010056,PF27705,v293.1
174.1.1.64,PF31049,MiaB_C,PF31049,v293.1
174.1.1.66,PF29806,F46C5_7,PF29806,v293.1
174.1.1.69,PF31009,DAGL_N,PF31009,v293.1
174.1.1.96,PF27307,MJ0565,PF27307,v294
181.1.1.15,PF29197,FlhF_2nd,PF29197,v293.1
181.1.1.21,PF30827,CTC1_3rd,PF30827,v293.1
181.1.1.35,PF27715,UCP019236,PF27715,v294
182.1.2.3,PF26466,DNA_primase_lrg_N,PF26466,v293.1
184.1.1.4,PF29395,YehI_2nd,PF29395,v293.1
186.1.1.21,PF30405,Phage_int_CB,PF30405,v293.1
186.1.1.23,PF27132,XisAC_2nd,PF27132,v293.1
186.1.1.24,PF31020,MYO9_tail,PF31020,v293.1
186.1.1.30,PF30198,Tyr_recomb_halo_M,PF30198,v294
188.1.1.4,PF28741,At3g27390_C,PF28741,v293.1
188.1.1.6,PF31026,LST2_mid,PF31026,v293.1
189.1.1.18,PF30954,Kizuna_M,PF30954,v293.1
189.1.1.20,PF27592,TOE2_M,PF27592,v293.1
189.1.1.8,PF30930,DUF8763,PF30930,v293.1
190.1.1.24,PF31142,KAP_N,PF31142,v293.1
190.1.1.25,PF29135,LIN13_N,PF29135,v293.1
190.1.1.28,PF30240,CIM1,PF30240,v293.1
191.1.1.91,PF29842,PTP3_helical,PF29842,v293.1
192.10.1.13,PF26148,VPS18_RING_C,PF26148,v293.1
192.11.1.5,PF26148,VPS18_RING_C,PF26148,v293.1
192.15.1.134,PF27742,CTXL_M,PF27742,v293.1
192.15.1.142,PF27758,PRM1,PF27758,v293.1
192.15.1.157,PF28680,Brambleberry_hb,PF28680,v293.1
192.15.1.163,PF27048,EIN3_N,PF27048,v293.1
192.15.1.177,PF28401,MHP1_C,PF28401,v293.1
192.15.1.197,PF27984,CRLF3_N,PF27984,v293.1
192.15.1.96,PF28764,GEX3_C,PF28764,v293.1
192.15.1.99,PF31025,eIF2A_C,PF31025,v293.1
192.17.1.23,PF28160,DUF8374,PF28160,v293.1
192.17.1.29,PF27096,UvrC_M,PF27096,v294
192.18.1.8,PF27039,ZBED1_RNase-like_helical,PF27039,v293.1
192.20.1.6,PF26116,FAM13A,PF26116,v293.1
192.20.1.7,PF26729,TMA17_helical,PF26729,v293.1
192.21.1.2,PF28781,Exophilin5_N,PF28781,v293.1
192.2.1.39,PF29967,Cep290_mid_CC,PF29967,v293.1
192.2.1.48,PF26022,CC_Liprin_beta,PF26022,v293.1
192.2.1.53,PF31016,Lunapark_N,PF31016,v293.1
192.2.1.69,PF29569,DCT6_helical,PF29569,v293.1
192.2.1.71,PF27758,PRM1,PF27758,v293.1
192.28.1.3,PF25980,NERD_plant,PF25980,v293.1
192.29.1.165,PF29336,ATG33,PF29336,v293.1
192.29.1.172,PF29678,EAK4_helical,PF29678,v293.1
192.29.1.174,PF28510,DUF8419,PF28510,v293.1
192.29.1.178,PF28703,CRR41_C,PF28703,v293.1
192.29.1.179,PF26307,LUCA,PF26307,v293.1
192.29.1.183,PF28674,Cu_res_D_N,PF28674,v293.1
192.29.1.186,PF29556,DUF8562,PF29556,v293.1
192.29.1.209,PF25886,Msy1,PF25886,v293.1
192.29.1.221,PF29520,DUF8558,PF29520,v293.1
192.29.1.234,PF27984,CRLF3_N,PF27984,v293.1
192.29.1.241,PF27107,DRC11_N,PF27107,v293.1
192.29.1.247,PF27157,YobF_C,PF27157,v293.1
192.29.1.248,PF27150,Rv2240c,PF27150,v293.1
192.29.1.257,PF26561,LETM1_C,PF26561,v293.1
192.29.1.298,PF30778,SBP_bac_4HB,PF30778,v293.1
192.29.1.310,PF29251,AF_2183,PF29251,v294
192.31.1.7,PF28906,CATSPERZ_C,PF28906,v293.1
192.4.1.18,PF26116,FAM13A,PF26116,v293.1
192.4.1.22,PF26575,HHO5_N,PF26575,v293.1
192.4.1.24,PF26431,DUF8117,PF26431,v293.1
192.4.1.35,PF26726,Helical_RasGEFs,PF26726,v293.1
192.4.1.49,PF26163,mS26,PF26163,v293.1
192.5.1.16,PF26729,TMA17_helical,PF26729,v293.1
192.6.1.12,PF27306,AF_2379,PF27306,v294
192.6.1.9,PF27469,ATP_synt_eps_C,PF27469,v293.1
192.7.1.36,PF28673,bZIP_CREBRF_C,PF28673,v293.1
192.7.1.73,PF31020,MYO9_tail,PF31020,v293.1
192.8.1.345,PF30463,Tuftelin_like,PF30463,v293.1
192.8.1.346,PF30378,CEP135_TSGA10_CC,PF30378,v293.1
192.8.1.347,PF28782,At3g49055,PF28782,v293.1
192.8.1.348,PF30964,At4g38062_N,PF30964,v293.1
192.8.1.350,PF29075,NOCA1_mid,PF29075,v293.1
192.8.1.351,PF29997,SPC25_N,PF29997,v293.1
192.8.1.352,PF30947,PMFBP1_C,PF30947,v293.1
192.8.1.357,PF30528,PIBF1,PF30528,v293.1
192.8.1.358,PF30679,CCDC18_2nd,PF30679,v293.1
192.8.1.360,PF28733,PII1_coiled_coil,PF28733,v293.1
192.8.1.361,PF30677,CCDC18_1st,PF30677,v293.1
192.8.1.362,PF30882,CCDC146_CC_N,PF30882,v293.1
192.8.1.365,PF29967,Cep290_mid_CC,PF29967,v293.1
192.8.1.366,PF30676,CCDC186_middle,PF30676,v293.1
192.8.1.368,PF30907,IPGA1_CC,PF30907,v293.1
192.8.1.370,PF27977,CEP70,PF27977,v293.1
192.8.1.371,PF30485,CCDC13,PF30485,v293.1
192.8.1.373,PF30360,Shootin,PF30360,v293.1
192.8.1.379,PF30835,CEP83_CC_2nd,PF30835,v293.1
192.8.1.382,PF30464,GOLIM4,PF30464,v293.1
192.8.1.384,PF28726,CCDC110,PF28726,v293.1
192.8.1.386,PF25986,Kazrin,PF25986,v293.1
192.8.1.387,PF30828,CEP83_CC_1st,PF30828,v293.1
192.8.1.392,PF28447,Ccdc27,PF28447,v293.1
192.8.1.393,PF27583,BEGAIN_coil,PF27583,v293.1
192.8.1.406,PF27574,EFCAB4A_helical,PF27574,v293.1
192.8.1.407,PF30829,MIA2_CC,PF30829,v293.1
192.8.1.417,PF30751,CCDC77,PF30751,v293.1
192.8.1.418,PF27241,CLIP1,PF27241,v293.1
192.8.1.419,PF27603,AKAP9_C,PF27603,v293.1
192.8.1.422,PF28904,ANGPTL8,PF28904,v293.1
192.8.1.434,PF28409,ATRIP_N,PF28409,v293.1
192.8.1.439,PF29308,YEL043W_helical,PF29308,v293.1
192.8.1.444,PF28341,CCDC136_middle,PF28341,v293.1
192.8.1.452,PF30674,CCDC186_N,PF30674,v293.1
192.8.1.459,PF30876,CCDC178_CC2,PF30876,v293.1
192.8.1.460,PF29056,MYCBP_helical,PF29056,v293.1
192.8.1.463,PF30673,CCDC170_2nd,PF30673,v293.1
192.8.1.464,PF26004,COLEC12,PF26004,v293.1
193.1.1.36,PF28958,LIN5_N,PF28958,v293.1
193.1.1.50,PF29498,Y_helicase_C,PF29498,v293.1
193.1.1.58,PF26801,CH_HOOK_api,PF26801,v293.1
197.1.1.8,PF26570,MYO15,PF26570,v293.1
198.1.1.11,PF28846,Countin_N,PF28846,v293.1
198.1.1.26,PF31278,GNLY,PF31278,v293.1
198.1.1.27,PF27234,MJ0013,PF27234,v294
2002.1.1.266,PF27526,XylA2_C,PF27526,v293.1
2002.1.1.272,PF31089,SPH,PF31089,v293.1
2002.1.1.276,PF29664,BtgE-BtgC_glyc-hydro,PF29664,v293.1
2002.1.1.282,PF26146,PI-PLC_X,PF26146,v293.1
2002.1.1.290,PF31264,Lys-1,PF31264,v293.1
2002.1.1.297,PF30387,AIM6,PF30387,v293.1
2002.1.1.310,PF27711,SMase_D_PLipase_D,PF27711,v293.1
2002.1.1.355,PF28394,Exg3_C,PF28394,v293.1
2002.1.1.357,PF26178,Rv2075c_cat,PF26178,v293.1
2002.1.1.359,PF30390,YgfK_N,PF30390,v293.1
2002.1.1.386,PF25838,Apionate_lact_M,PF25838,v293.1
2002.1.1.401,PF26558,DHQS_2nd,PF26558,v293.1
2002.1.1.406,PF28584,GH_cat,PF28584,v293.1
2002.1.1.459,PF26257,DUF8061,PF26257,v294
2002.1.1.460,PF26685,DUF8230_C,PF26685,v294
2003.1.10.29,PF27100,DcsG_N,PF27100,v293.1
2003.1.10.31,PF27272,CpgS_N,PF27272,v293.1
2003.1.10.32,PF27267,LdmS_N,PF27267,v293.1
2003.1.1.237,PF28827,AcuH_dehydrog_dom,PF28827,v293.1
2003.1.1.241,PF30134,OSW2_N,PF30134,v293.1
2003.1.1.268,PF27054,Beta_methylindole_red_C,PF27054,v293.1
2003.1.1.292,PF27219,MJ0874,PF27219,v293.1
2003.1.1.310,PF27272,CpgS_N,PF27272,v293.1
2003.1.1.346,PF26213,TYRAAT1_C,PF26213,v293.1
2003.1.1.392,PF27252,AF_1314_C,PF27252,v294
2003.1.1.393,PF30885,DUF8754,PF30885,v294
2003.1.2.161,PF30338,YdhS_M,PF30338,v293.1
2003.1.2.205,PF27704,GuanidinoAc_N-MeTrfase,PF27704,v293.1
2003.1.2.232,PF29657,Rv3254_C,PF29657,v293.1
2003.1.2.301,PF26311,ETF-QO_FixC_C,PF26311,v294
2003.1.2.302,PF27252,AF_1314_C,PF27252,v294
2003.1.2.303,PF29717,AF_1314_N,PF29717,v294
2003.1.3.67,PF30338,YdhS_M,PF30338,v293.1
2003.1.4.15,PF29752,PigD_3rd,PF29752,v293.1
2003.1.5.179,PF30636,Methyltransf_37,PF30636,v293.1
2003.1.5.185,PF28720,GUX1-5_N,PF28720,v293.1
2003.1.5.209,PF29244,Methyltransf_ANTKMT,PF29244,v293.1
2003.1.5.220,PF26055,Mtase_EDM2,PF26055,v293.1
2003.1.5.233,PF27593,NvfJ_N,PF27593,v293.1
2003.1.5.379,PF30650,DUF8688,PF30650,v293.1
2004.1.1.1007,PF27141,PglY_4th,PF27141,v293.1
2004.1.1.1014,PF27228,MTBMA_p00010_2nd,PF27228,v293.1
2004.1.1.1021,PF29013,RETR1_C,PF29013,v293.1
2004.1.1.1041,PF26283,Ig_TRAPPC9-Trs120_4th,PF26283,v293.1
2004.1.1.1048,PF28922,SPAC22G7_03,PF28922,v293.1
2004.1.1.1075,PF30518,Mfd_cyano,PF30518,v293.1
2004.1.1.1077,PF27249,MJ0330_N,PF27249,v293.1
2004.1.1.1085,PF30184,DUF8612,PF30184,v293.1
2004.1.1.1139,PF28007,MksF,PF28007,v293.1
2004.1.1.1220,PF26510,Halo_UvrD_like,PF26510,v294
2004.1.1.1221,PF27431,UvrB_3rd,PF27431,v294
2004.1.1.1222,PF27713,UCP018868,PF27713,v294
2004.1.1.1223,PF28960,DUF8485,PF28960,v294
2004.1.1.1224,PF31144,AICE_RepA,PF31144,v294
2004.1.1.439,PF26341,AAA_SelU,PF26341,v293.1
2004.1.1.517,PF29468,AIM36_C,PF29468,v293.1
2004.1.1.534,PF30386,RhoGAP_pG2,PF30386,v293.1
2004.1.1.570,PF30762,P-loop_CpgS,PF30762,v293.1
2004.1.1.598,PF29907,TRAPPC11_N,PF29907,v293.1
2004.1.1.606,PF30321,MTC2_N,PF30321,v293.1
2004.1.1.614,PF30967,DUF8765,PF30967,v293.1
2004.1.1.678,PF30482,AAA_SpoVK_N,PF30482,v293.1
2004.1.1.711,PF27531,MT3502_N,PF27531,v293.1
2004.1.1.795,PF27377,MTF_ORF3,PF27377,v293.1
2004.1.1.862,PF26587,AAA_lid_SMAX1,PF26587,v293.1
2004.1.1.975,PF29202,AAA_chap_N,PF29202,v293.1
2004.1.1.995,PF27254,HP_1247_M,PF27254,v293.1
2004.1.2.4,PF28766,PEPCK-like_mid,PF28766,v293.1
2004.1.2.6,PF27840,ScmC,PF27840,v294
2004.5.1.14,PF27109,SMCR8_C,PF27109,v293.1
2005.1.1.108,PF30497,WbpG_C,PF30497,v293.1
2005.1.1.121,PF27242,FAM120A,PF27242,v293.1
2005.1.1.67,PF28717,DUF8446,PF28717,v293.1
2005.1.1.72,PF30635,KimA_C,PF30635,v293.1
2005.1.1.76,PF31131,COASY_N,PF31131,v293.1
2005.1.1.79,PF29926,JIP4_N,PF29926,v293.1
2005.1.1.95,PF28097,SCO2522,PF28097,v293.1
2005.2.1.2,PF27209,Rv3785_N,PF27209,v293.1
2006.1.1.52,PF28688,HAD_ITPK4_N,PF28688,v293.1
2006.1.2.9,PF27767,Arc_Cdc45,PF27767,v294
2006.1.4.35,PF27242,FAM120A,PF27242,v293.1
2006.1.4.43,PF26343,VapC50_C,PF26343,v293.1
2006.1.4.52,PF27698,Asteroid_N,PF27698,v293.1
2006.1.4.53,PF31195,NMD4_C,PF31195,v293.1
2006.1.4.59,PF26499,PIN_13,PF26499,v294
2006.1.6.44,PF28287,M1AP_N,PF28287,v293.1
2006.1.6.45,PF30231,vWA_Rv0959,PF30231,v293.1
2006.1.6.49,PF28725,DUF8450,PF28725,v293.1
2006.1.6.51,PF29444,KH_FAR1_2nd,PF29444,v293.1
2006.1.6.53,PF29838,E02H4_M,PF29838,v293.1
2006.1.6.54,PF30260,PD_1611-like_2nd,PF30260,v293.1
2007.1.10.3,PF29746,CpgS_C,PF29746,v293.1
2007.1.10.5,PF27163,YmtS_Ross,PF27163,v293.1
2007.1.10.8,PF29287,REC-like_halo,PF29287,v294
2007.1.11.5,PF31143,Fuc_iso_N,PF31143,v294
2007.1.13.4,PF29754,PigD_N,PF29754,v293.1
2007.1.14.25,PF27317,MJ0786_N,PF27317,v293.1
2007.1.14.26,PF27336,MJ0786_C,PF27336,v293.1
2007.1.14.36,PF27735,2-thiour_desulf_put,PF27735,v294
2007.1.1.56,PF27250,SSO3021_2nd,PF27250,v293.1
2007.1.1.59,PF27344,MJECL34,PF27344,v293.1
2007.1.16.2,PF28720,GUX1-5_N,PF28720,v293.1
2007.1.1.63,PF27016,TCAF_N,PF27016,v294
2007.1.16.3,PF29746,CpgS_C,PF29746,v293.1
2007.1.1.64,PF29528,DUF8560,PF29528,v294
2007.1.2.42,PF29770,aq_1850,PF29770,v293.1
2007.1.2.63,PF26233,NicX,PF26233,v294
2007.1.3.39,PF27348,EcpR_N,PF27348,v293.1
2007.1.3.41,PF30372,RcsA_N,PF30372,v293.1
2007.1.3.42,PF29921,ATG32_M,PF29921,v293.1
2007.1.3.43,PF30453,GadE_N,PF30453,v293.1
2007.1.3.45,PF29746,CpgS_C,PF29746,v293.1
2007.1.3.46,PF29871,REC_BcsE,PF29871,v293.1
2007.1.3.47,PF26563,Rv3660c_N,PF26563,v293.1
2007.1.3.56,PF27100,DcsG_N,PF27100,v293.1
2007.1.3.58,PF29701,TP_0454_N,PF29701,v293.1
2007.1.3.76,PF28406,AcnX_3rd,PF28406,v294
2007.1.5.11,PF29746,CpgS_C,PF29746,v293.1
2007.15.1.14,PF28093,STM3845,PF28093,v293.1
2007.15.1.20,PF26508,DUF8170,PF26508,v294
2007.15.1.21,PF27219,MJ0874,PF27219,v294
2007.1.5.14,PF27247,MJ1673,PF27247,v293.1
2007.1.6.14,PF31181,Pept_C14_Metacaspase,PF31181,v293.1
2007.1.9.12,PF30415,LarB_N,PF30415,v294
2007.2.2.10,PF29287,REC-like_halo,PF29287,v294
2007.2.2.6,PF30428,CsiE_C,PF30428,v293.1
2007.2.2.9,PF30456,FrvR_4th,PF30456,v293.1
2007.2.3.24,PF27561,INPP4A_C2,PF27561,v293.1
2007.2.3.30,PF29454,YAL037W_N,PF29454,v293.1
2007.2.4.4,PF27561,INPP4A_C2,PF27561,v293.1
2007.2.5.4,PF30980,STR4_M,PF30980,v293.1
2007.5.1.27,PF27354,TviD_N,PF27354,v293.1
2007.9.1.9,PF29907,TRAPPC11_N,PF29907,v293.1
2008.1.1.144,PF27653,SPOK2_N,PF27653,v293.1
2008.1.1.147,PF29557,DUF8563,PF29557,v293.1
2008.1.1.149,PF30140,ZIP2_M,PF30140,v293.1
2008.1.1.151,PF28664,SHOC1_PDDEXK_dom,PF28664,v293.1
2008.1.1.156,PF29906,SHOC1_PDDEXK,PF29906,v293.1
2008.1.1.160,PF27151,YagJ,PF27151,v293.1
2008.1.1.162,PF30170,T1RK_2nd,PF30170,v293.1
2008.1.1.164,PF26568,RE_BanI_C,PF26568,v293.1
2008.1.1.168,PF30184,DUF8612,PF30184,v293.1
2008.1.1.169,PF29649,HI_1054_C,PF29649,v293.1
2008.1.1.172,PF26318,SocB,PF26318,v293.1
2008.1.1.182,PF26351,DUF8091,PF26351,v293.1
2008.1.1.183,PF27227,Endonuc-like_C,PF27227,v293.1
2008.1.1.188,PF30180,T2Restr_HpaI,PF30180,v293.1
2008.1.1.190,PF27258,NspV,PF27258,v293.1
2008.1.1.196,PF27477,Y4bO_3rd,PF27477,v293.1
2008.1.1.197,PF27347,YeeR_C,PF27347,v293.1
2008.1.1.205,PF26915,Phage_P4_cII,PF26915,v293.1
2008.1.1.210,PF27324,MjaV,PF27324,v293.1
2008.1.1.212,PF27326,MJECL32,PF27326,v293.1
2008.1.1.231,PF25902,DUF7961_N,PF25902,v294
2008.1.1.232,PF25941,PDDEXK_16,PF25941,v294
2008.1.1.233,PF26226,DUF8052,PF26226,v294
2008.1.1.234,PF26437,PDDEXK_18,PF26437,v294
2008.1.1.235,PF26618,DUF8196,PF26618,v294
2008.1.1.236,PF27126,NmeDI_C,PF27126,v294
2008.8.1.1,PF31274,CglI_C,PF31274,v293.1
2011.1.1.31,PF29227,TP_0564_1st,PF29227,v293.1
206.1.1.104,PF28411,FJX1_middle,PF28411,v293.1
206.1.1.117,PF27663,Spore_coat_YutH,PF27663,v293.1
206.1.1.235,PF28878,C3H64_C,PF28878,v293.1
206.1.3.102,PF30763,ATP-grasp_LDMS,PF30763,v293.1
207.1.1.156,PF27094,DUF8346,PF27094,v293.1
207.1.1.157,PF29252,LRR_NLRC4,PF29252,v293.1
207.1.1.162,PF29594,LRR_SKP2,PF29594,v293.1
207.1.1.198,PF29247,LRR_MHP1-HER1-GIP3,PF29247,v293.1
207.1.1.218,PF27086,LRR_F-Box-like,PF27086,v293.1
207.1.1.227,PF29265,LRR_CARMIL,PF29265,v293.1
207.1.1.247,PF28313,DUF8380,PF28313,v293.1
207.1.1.267,PF26020,LRR_16,PF26020,v293.1
207.1.1.269,PF28705,DMAC2_N,PF28705,v293.1
207.1.1.288,PF29466,F-box_COS111,PF29466,v293.1
207.1.1.326,PF29120,AMN1_helical,PF29120,v293.1
207.1.1.327,PF28636,Halfway_C,PF28636,v293.1
207.1.1.482,PF29460,LRR_NXF2,PF29460,v293.1
207.16.1.1,PF31269,Cubilin_N,PF31269,v293.1
207.2.1.72,PF29671,Discoidin-inducing_B,PF29671,v293.1
207.2.1.73,PF29740,DDB_G0287209_N,PF29740,v293.1
207.2.1.88,PF29730,DDB_G0287209_C,PF29730,v293.1
208.1.1.30,PF28366,GAMMACA1_C,PF28366,v293.1
208.1.1.38,PF28756,Orcokinin,PF28756,v293.1
208.7.1.4,PF28756,Orcokinin,PF28756,v293.1
209.1.1.14,PF29411,Clec-141-158,PF29411,v293.1
209.1.1.17,PF29631,EnP1_N,PF29631,v293.1
209.1.1.20,PF26058,DUF8019,PF26058,v293.1
211.1.1.41,PF31120,DUF8817,PF31120,v293.1
211.1.1.52,PF29319,AGT1-like,PF29319,v293.1
211.1.1.54,PF27226,AF_1845,PF27226,v293.1
211.1.1.55,PF29700,YBR085C_A_C,PF29700,v293.1
2.1.1.223,PF28721,DUF8448,PF28721,v293.1
2.1.1.224,PF29084,OB_POLE2,PF29084,v293.1
2.1.1.225,PF30388,OB_MP81,PF30388,v293.1
2.1.1.226,PF29086,OB_PDCD11,PF29086,v293.1
2.1.1.229,PF30940,OSB_SSB,PF30940,v293.1
2.1.1.230,PF26639,Het-6_barrel,PF26639,v293.1
2.1.1.235,PF26704,DUF272_C,PF26704,v293.1
2.1.1.236,PF29292,DUF8529,PF29292,v293.1
2.1.1.237,PF30958,CT55_N,PF30958,v293.1
2.1.1.238,PF31157,RLSB_S1,PF31157,v293.1
2.1.1.243,PF30831,CTC1_5th,PF30831,v293.1
2.1.1.246,PF29071,DUF8501,PF29071,v293.1
2.1.1.247,PF29077,DUF8502,PF29077,v293.1
2.1.1.248,PF29087,OB_MOV10L1_N,PF29087,v293.1
2.1.1.250,PF30827,CTC1_3rd,PF30827,v293.1
2.1.1.253,PF29478,F10E9_4_C,PF29478,v293.1
2.1.1.254,PF29190,DUF8508,PF29190,v293.1
2.1.1.255,PF31100,RADX_2nd,PF31100,v293.1
2.1.1.256,PF31101,RADX_3rd,PF31101,v293.1
2.1.1.257,PF30832,CTC1_6th,PF30832,v293.1
